ID,Book,Authors,Subjects,Bookshelves
90,The Son of Tarzan,"Burroughs, Edgar Rice, 1875-1950",Tarzan (Fictitious character) -- Fiction; Fantasy fiction; Adventure stories,Movie Books
90,The Son of Tarzan,"Burroughs, Edgar Rice, 1875-1950",Tarzan (Fictitious character) -- Fiction; Fantasy fiction; Adventure stories,Contemporary Reviews
92,Tarzan and the Jewels of Opar,"Burroughs, Edgar Rice, 1875-1950",Tarzan (Fictitious character) -- Fiction; Fantasy fiction; Adventure stories,Movie Books
92,Tarzan and the Jewels of Opar,"Burroughs, Edgar Rice, 1875-1950",Tarzan (Fictitious character) -- Fiction; Fantasy fiction; Adventure stories,Adventure
95,The Prisoner of Zenda,"Hope, Anthony, 1863-1933",Impostors and imposture -- Fiction; Adventure stories; British -- Foreign countries -- Fiction,Adventure
95,The Prisoner of Zenda,"Hope, Anthony, 1863-1933",Impostors and imposture -- Fiction; Adventure stories; British -- Foreign countries -- Fiction,Best Books Ever Listings
95,The Prisoner of Zenda,"Hope, Anthony, 1863-1933",Impostors and imposture -- Fiction; Adventure stories; British -- Foreign countries -- Fiction,Movie Books
95,The Prisoner of Zenda,"Hope, Anthony, 1863-1933",Impostors and imposture -- Fiction; Adventure stories; British -- Foreign countries -- Fiction,"Bestsellers, American, 1895-1923"
96,The Monster Men,"Burroughs, Edgar Rice, 1875-1950",Science fiction; Fantasy fiction,Science Fiction
97,Flatland: A Romance of Many Dimensions,"Abbott, Edwin Abbott, 1838-1926",Fourth dimension,Science Fiction
97,Flatland: A Romance of Many Dimensions,"Abbott, Edwin Abbott, 1838-1926",Fourth dimension,Mathematics
98,A Tale of Two Cities,"Dickens, Charles, 1812-1870","Historical fiction; France -- History -- Revolution, 1789-1799 -- Fiction; London (England) -- History -- 18th century -- Fiction; War stories; Executions and executioners -- Fiction; French -- England -- London -- Fiction; Lookalikes -- Fiction; British -- France -- Paris -- Fiction; Paris (France) -- History -- 1789-1799 -- Fiction",Historical Fiction
99,Collected Articles of Frederick Douglass,"Douglass, Frederick, 1818-1895","Douglass, Frederick, 1818-1895; Slavery; African American abolitionists; Essays; Reconstruction (U.S. history, 1865-1877)",African American Writers
99,Collected Articles of Frederick Douglass,"Douglass, Frederick, 1818-1895","Douglass, Frederick, 1818-1895; Slavery; African American abolitionists; Essays; Reconstruction (U.S. history, 1865-1877)",Slavery
100,The Complete Works of William Shakespeare,"Shakespeare, William, 1564-1616","English drama -- Early modern and Elizabethan, 1500-1600",Plays
103,Around the World in Eighty Days,"Verne, Jules, 1828-1905",Adventure stories; Voyages around the world -- Fiction,Adventure
103,Around the World in Eighty Days,"Verne, Jules, 1828-1905",Adventure stories; Voyages around the world -- Fiction,Best Books Ever Listings
103,Around the World in Eighty Days,"Verne, Jules, 1828-1905",Adventure stories; Voyages around the world -- Fiction,Movie Books
106,Jungle Tales of Tarzan,"Burroughs, Edgar Rice, 1875-1950",Tarzan (Fictitious character) -- Fiction; Africa -- Fiction; Fantasy fiction; Jungles -- Fiction; Adventure stories; Apes -- Fiction,Movie Books
106,Jungle Tales of Tarzan,"Burroughs, Edgar Rice, 1875-1950",Tarzan (Fictitious character) -- Fiction; Africa -- Fiction; Fantasy fiction; Jungles -- Fiction; Adventure stories; Apes -- Fiction,Adventure
108,The Return of Sherlock Holmes,"Doyle, Arthur Conan, 1859-1930","Holmes, Sherlock (Fictitious character) -- Fiction; Detective and mystery stories, English",Detective Fiction
110,Tess of the d'Urbervilles: A Pure Woman,"Hardy, Thomas, 1840-1928",Didactic fiction; Poor families -- Fiction; Children of the rich -- Fiction; Triangles (Interpersonal relations) -- Fiction; Pastoral fiction; Children of clergy -- Fiction; Wessex (England) -- Fiction; Man-woman relationships -- Fiction; Women murderers -- Fiction; Rape victims -- Fiction; Women household employees -- Fiction,Banned Books from Anne Haight's list
113,The Secret Garden,"Burnett, Frances Hodgson, 1849-1924",Orphans -- Juvenile fiction; People with disabilities -- Juvenile fiction; Gardens -- Juvenile fiction; Yorkshire (England) -- Juvenile fiction,Children's Literature
120,Treasure Island,"Stevenson, Robert Louis, 1850-1894; Rhead, Louis, 1857-1926 [Illustrator]",Sea stories; Pirates -- Fiction; Treasure troves -- Fiction; Treasure Island (Imaginary place) -- Fiction,Children's Literature
120,Treasure Island,"Stevenson, Robert Louis, 1850-1894; Rhead, Louis, 1857-1926 [Illustrator]",Sea stories; Pirates -- Fiction; Treasure troves -- Fiction; Treasure Island (Imaginary place) -- Fiction,Historical Fiction
120,Treasure Island,"Stevenson, Robert Louis, 1850-1894; Rhead, Louis, 1857-1926 [Illustrator]",Sea stories; Pirates -- Fiction; Treasure troves -- Fiction; Treasure Island (Imaginary place) -- Fiction,Best Books Ever Listings
120,Treasure Island,"Stevenson, Robert Louis, 1850-1894; Rhead, Louis, 1857-1926 [Illustrator]",Sea stories; Pirates -- Fiction; Treasure troves -- Fiction; Treasure Island (Imaginary place) -- Fiction,"Pirates, Buccaneers, Corsairs, etc."
121,Northanger Abbey,"Austen, Jane, 1775-1817",England -- Social life and customs -- 19th century -- Fiction; Satire; England -- Fiction; Young women -- Fiction; Love stories; Gothic fiction; Horror tales -- Appreciation -- Fiction; Books and reading -- Fiction; Gentry -- England -- Fiction; Marriage -- Economic aspects -- Fiction,Gothic Fiction
123,At the Earth's Core,"Burroughs, Edgar Rice, 1875-1950",Science fiction; Fantasy fiction; Adventure stories; Earth (Planet) -- Core -- Fiction,Science Fiction
124,"Deuterocanonical Books of the Bible
Apocrypha",Anonymous,Bible. Apocrypha; Apocryphal books (Old Testament),Christianity
126,The Poison Belt,"Doyle, Arthur Conan, 1859-1930","Science fiction; Challenger, Professor (Fictitious character) -- Fiction",Science Fiction
130,Orthodoxy,"Chesterton, G. K. (Gilbert Keith), 1874-1936","Apologetics; Chesterton, G. K. (Gilbert Keith), 1874-1936; Christianity -- Essence, genius, nature",Christianity
131,"The Pilgrim's Progress from this world to that which is to come
Delivered under the similitude of a dream, by John Bunyan","Bunyan, John, 1628-1688",Christian fiction; Christian pilgrims and pilgrimages -- Fiction,Harvard Classics
131,"The Pilgrim's Progress from this world to that which is to come
Delivered under the similitude of a dream, by John Bunyan","Bunyan, John, 1628-1688",Christian fiction; Christian pilgrims and pilgrimages -- Fiction,Christianity
133,The Damnation of Theron Ware,"Frederic, Harold, 1856-1898",Psychological fiction; Clergy -- Fiction; New York (State) -- Fiction; Belief and doubt -- Fiction; Methodists -- Fiction,"Bestsellers, American, 1895-1923"
135,Les Misérables,"Hugo, Victor, 1802-1885; Hapgood, Isabel Florence, 1850-1928 [Translator]",Historical fiction; Orphans -- Fiction; Paris (France) -- Fiction; Epic literature; Ex-convicts -- Fiction,Historical Fiction
135,Les Misérables,"Hugo, Victor, 1802-1885; Hapgood, Isabel Florence, 1850-1928 [Translator]",Historical fiction; Orphans -- Fiction; Paris (France) -- Fiction; Epic literature; Ex-convicts -- Fiction,Banned Books from Anne Haight's list
137,"Sara Crewe; Or, What Happened at Miss Minchin's Boarding School","Burnett, Frances Hodgson, 1849-1924",Orphans -- Juvenile fiction; Schools -- Juvenile fiction; Boarding schools -- Juvenile fiction; Girls -- Juvenile fiction; London (England) -- Juvenile fiction,School Stories
139,The Lost World,"Doyle, Arthur Conan, 1859-1930","Challenger, Professor (Fictitious character) -- Fiction; Fantasy fiction; South America -- Fiction; Prehistoric peoples -- Fiction; Dinosaurs -- Fiction",Science Fiction
140,The Jungle,"Sinclair, Upton, 1878-1968",Meat industry and trade -- Fiction; Working class -- Fiction; Political fiction; Lithuanian Americans -- Fiction; Stockyards -- Fiction; Immigrants -- Fiction; Chicago (Ill.) -- Fiction,Contemporary Reviews
140,The Jungle,"Sinclair, Upton, 1878-1968",Meat industry and trade -- Fiction; Working class -- Fiction; Political fiction; Lithuanian Americans -- Fiction; Stockyards -- Fiction; Immigrants -- Fiction; Chicago (Ill.) -- Fiction,"Bestsellers, American, 1895-1923"
140,The Jungle,"Sinclair, Upton, 1878-1968",Meat industry and trade -- Fiction; Working class -- Fiction; Political fiction; Lithuanian Americans -- Fiction; Stockyards -- Fiction; Immigrants -- Fiction; Chicago (Ill.) -- Fiction,Banned Books from Anne Haight's list
140,The Jungle,"Sinclair, Upton, 1878-1968",Meat industry and trade -- Fiction; Working class -- Fiction; Political fiction; Lithuanian Americans -- Fiction; Stockyards -- Fiction; Immigrants -- Fiction; Chicago (Ill.) -- Fiction,Banned Books List from the American Library Association
145,Middlemarch,"Eliot, George, 1819-1880",Didactic fiction; City and town life -- Fiction; England -- Fiction; Young women -- Fiction; Love stories; Domestic fiction; Married people -- Fiction; Bildungsromans,Best Books Ever Listings
145,Middlemarch,"Eliot, George, 1819-1880",Didactic fiction; City and town life -- Fiction; England -- Fiction; Young women -- Fiction; Love stories; Domestic fiction; Married people -- Fiction; Bildungsromans,Historical Fiction
146,"A Little Princess
Being the whole story of Sara Crewe now told for the first time","Burnett, Frances Hodgson, 1849-1924",Orphans -- Juvenile fiction; Schools -- Juvenile fiction; Boarding schools -- Juvenile fiction; Girls -- Juvenile fiction; London (England) -- Juvenile fiction,Children's Literature
146,"A Little Princess
Being the whole story of Sara Crewe now told for the first time","Burnett, Frances Hodgson, 1849-1924",Orphans -- Juvenile fiction; Schools -- Juvenile fiction; Boarding schools -- Juvenile fiction; Girls -- Juvenile fiction; London (England) -- Juvenile fiction,School Stories
148,The Autobiography of Benjamin Franklin,"Franklin, Benjamin, 1706-1790; Eliot, Charles William, 1834-1926 [Editor]","Franklin, Benjamin, 1706-1790; Statesmen -- United States -- Biography",Harvard Classics
149,The Lost Continent,"Burroughs, Edgar Rice, 1875-1950",Science fiction; Fantasy fiction; England -- Fiction,Science Fiction
153,Jude the Obscure,"Hardy, Thomas, 1840-1928",Adultery -- Fiction; Didactic fiction; Love stories; Illegitimate children -- Fiction; Wessex (England) -- Fiction; Stonemasons -- Fiction; Children -- Death -- Fiction; Unmarried couples -- Fiction,Banned Books from Anne Haight's list
154,The Rise of Silas Lapham,"Howells, William Dean, 1837-1920",Psychological fiction; Domestic fiction; Boston (Mass.) -- Fiction; Rich people -- Fiction; Socialites -- Fiction; Businessmen -- Fiction,Contemporary Reviews
155,The Moonstone,"Collins, Wilkie, 1824-1889",England -- Fiction; Country homes -- Fiction; Police -- England -- Fiction; Jewelry theft -- Fiction; East Indians -- England -- Fiction; Mystery fiction,Detective Fiction
155,The Moonstone,"Collins, Wilkie, 1824-1889",England -- Fiction; Country homes -- Fiction; Police -- England -- Fiction; Jewelry theft -- Fiction; East Indians -- England -- Fiction; Mystery fiction,Mystery Fiction
157,Daddy-Long-Legs,"Webster, Jean, 1876-1916",Orphans -- Fiction; Boarding schools -- Fiction; Schools -- Fiction; Young women -- Fiction; Love stories; Bildungsromans; Epistolary fiction; Women authors -- Fiction; Philanthropists -- Fiction; Women college students -- Fiction; Universities and colleges -- Fiction; Letters -- Fiction,School Stories
159,The island of Doctor Moreau,"Wells, H. G. (Herbert George), 1866-1946",Science fiction; Shipwreck survival -- Fiction; Animal experimentation -- Fiction; Islands -- Fiction; Science -- Ethics -- Fiction,Science Fiction
159,The island of Doctor Moreau,"Wells, H. G. (Herbert George), 1866-1946",Science fiction; Shipwreck survival -- Fiction; Animal experimentation -- Fiction; Islands -- Fiction; Science -- Ethics -- Fiction,Best Books Ever Listings
159,The island of Doctor Moreau,"Wells, H. G. (Herbert George), 1866-1946",Science fiction; Shipwreck survival -- Fiction; Animal experimentation -- Fiction; Islands -- Fiction; Science -- Ethics -- Fiction,Movie Books
160,"The Awakening, and Selected Short Stories","Chopin, Kate, 1850-1904",Adultery -- Fiction; Women -- Louisiana -- New Orleans -- Social conditions -- Fiction; Self-actualization (Psychology) -- Fiction; New Orleans (La.) -- Fiction; Louisiana -- Social life and customs -- Fiction,Banned Books from Anne Haight's list
160,"The Awakening, and Selected Short Stories","Chopin, Kate, 1850-1904",Adultery -- Fiction; Women -- Louisiana -- New Orleans -- Social conditions -- Fiction; Self-actualization (Psychology) -- Fiction; New Orleans (La.) -- Fiction; Louisiana -- Social life and customs -- Fiction,Banned Books List from the American Library Association
163,Flower Fables,"Alcott, Louisa May, 1832-1888","Short stories; Children's stories, American; Fairy tales -- United States; Flowers -- Juvenile fiction; Flowers -- Juvenile poetry; Fairies -- Juvenile poetry",Children's Literature
164,Twenty Thousand Leagues under the Sea,"Verne, Jules, 1828-1905",Science fiction; Submarines (Ships) -- Fiction; Sea stories; Adventure stories; Underwater exploration -- Fiction,Science Fiction
167,American Hand Book of the Daguerreotype,"Humphrey, S. D. (Samuel Dwight), 1823-1883",Photography; Daguerreotype,Art
167,American Hand Book of the Daguerreotype,"Humphrey, S. D. (Samuel Dwight), 1823-1883",Photography; Daguerreotype,Photography
168,The History and Practice of the Art of Photography,"Snelling, Henry Hunt, 1816-1897",Photography; Daguerreotype,Art
168,The History and Practice of the Art of Photography,"Snelling, Henry Hunt, 1816-1897",Photography; Daguerreotype,Photography
169,The Well at the World's End: A Tale,"Morris, William, 1834-1896",Fantasy fiction; Quests (Expeditions) -- Fiction,Fantasy
172,The Haunted Bookshop,"Morley, Christopher, 1890-1957","Booksellers and bookselling -- Fiction; Brooklyn (New York, N.Y.) -- Fiction; Mystery and detective stories",Bibliomania
173,The Insidious Dr. Fu Manchu,"Rohmer, Sax, 1883-1959","Detective and mystery stories; Fu Manchu, Doctor (Fictitious character) -- Fiction; Criminals -- Fiction",Crime Fiction
174,The Picture of Dorian Gray,"Wilde, Oscar, 1854-1900","Didactic fiction; Supernatural -- Fiction; Conduct of life -- Fiction; Portraits -- Fiction; Great Britain -- History -- Victoria, 1837-1901 -- Fiction; London (England) -- History -- 1800-1950 -- Fiction; Appearance (Philosophy) -- Fiction; Paranormal fiction",Gothic Fiction
174,The Picture of Dorian Gray,"Wilde, Oscar, 1854-1900","Didactic fiction; Supernatural -- Fiction; Conduct of life -- Fiction; Portraits -- Fiction; Great Britain -- History -- Victoria, 1837-1901 -- Fiction; London (England) -- History -- 1800-1950 -- Fiction; Appearance (Philosophy) -- Fiction; Paranormal fiction",Movie Books
175,The Phantom of the Opera,"Leroux, Gaston, 1868-1927",Horror tales; Musical fiction; Opera -- Fiction; Paris (France) -- Fiction; Composers -- Fiction; Phantom of the Opera (Fictitious character) -- Fiction; French fiction -- Translations into English,Opera
